,FOOT\foot1_001.txt,FOOT\foot2_001.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Item Set,Dynamic EQ,Trade Key,Expire,Prefix,
Saudi Arabia Cleats,,,6,153,1000,0,2,20,4131,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO914
Senegal Cleats,,,6,153,1000,0,2,20,4122,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO915
Serbia Cleats,,,6,153,1000,0,2,20,9275,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO916
Uruguay Cleats,,,6,153,1000,0,2,20,4121,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO917
Wales Cleats,,,6,153,1000,0,2,20,9275,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO918
Austria Cleats,,,6,153,1000,0,2,20,1,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO919
New Zealand Cleats,,,6,153,1000,0,2,20,4136,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO920
Norway Cleats,,,6,153,1000,0,2,20,9275,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO921
Scotland Cleats,,,6,153,1000,0,2,20,4129,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO922
Switzerland Cleats,,,6,153,1000,0,2,20,9275,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO923
Turkey Cleats,,,6,153,1000,0,2,20,4124,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO924
Egypt Cleats,,,6,153,1000,0,2,20,4136,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO925
Sweden Cleats,,,6,153,1000,0,2,20,10216,244,579,,,,,,,,,,,,,,,,,,30,,5,2,80,,,,,,LFOO926
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berry Girl Shoes,FOOT\ugo_ichigo_foot_m.txt,FOOT\ugo_ichigo_foot_w.txt,7,153,1000,0,2,10,6459,,579,,,,,,,,,,,,,14,5,,,,30,,10,10,85,,,,,,LFOO932
Witch Shoes,FOOT\ugo_ichigo_foot_m.txt,FOOT\ugo_ichigo_foot_w.txt,6,153,1000,0,2,10,2473,244,579,,,,,,,,,,,,,,,,,,30,,10,8,85,,,,,,LFOO838
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lolita Shoes,FOOT\gos_foot_m.txt,FOOT\gos_foot_f.txt,6,153,1000,0,2,20,2890,244,579,,,,,,,,,,,,,,,,,,30,,10,5,80,,,,,,LFOO950
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Red Shoes,FOOT\akazukin_foot_m_0917_wa.txt,FOOT\akazukin_foot_0906_wa.txt,6,151,0,0,6,33,4249,228,580,,,,,,,,,,,,,20,4,,14,8,30,,10,8,85,,,,,,LFOO957
Halloween Shoes,FOOT\halloween_foot_m_1004_wa.txt,FOOT\halloween_foot_f_1004_wa.txt,6,153,0,0,3,10,4251,236,579,,,,,,,,,,,,,14,6,,,,30,,10,8,80,,,,,,LFOO958
Woopie Feet,FOOT\whoopeefoot_m_0921_ka.txt,FOOT\whoopeefoot_f_0921_ka.txt,6,153,1000,0,2,10,4248,,579,,,,,,,,,,,,,11,4,,10,3,30,,10,8,85,,,,,,LFOO959
Valentine Shoes,FOOT/foot1_Valentine2011.txt,FOOT/foot2_Valentine2011.txt,6,153,0,0,2,23,4461,244,579,,,,,,,,,,,,,,,,,,30,,10,8,60,,,,,,LFOO960
Rabbit Feet,FOOT\cat_foot_m.txt,FOOT\cat_foot_w.txt,6,153,1000,0,2,10,4828,244,579,93,1,1830,1,,,,,,,,,11,4,,14,10,30,10,15,10,85,,,,,,LFOO961
Love Story Shoes,FOOT\foot1_BATB.txt,FOOT\foot2_BATB.txt,6,153,0,0,2,23,4496,244,579,,,,,,,,,,,,,,,,,,30,,20,10,100,,,,,,LFOO962
Hard Boots of Champions,,,,151,5000,0,6,70,4806,228,579,,,,,41,,,31,40,,,,10,5,,18,8,70,,50,6,85,,,,,,LFOO963
Battle Boots of Champions,,,,151,5000,0,3,70,6133,232,579,,,,,43,,,31,40,,,,11,5,,26,8,70,,43,7,95,,,,,,LFOO964
Magic Shoes of Champions,,,,152,50000,0,3,70,6142,236,579,,,,,42,,,31,40,,,,12,5,,23,50,70,,38,10,90,,,,,,LFOO965
War Shoes of Champions,,,,153,50000,0,3,70,6146,240,579,,,,,44,,,31,40,,,,13,5,,24,8,70,,40,6,80,,,,,,LFOO966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Panda Shoes,FOOT\panzukin_foot_m_0922_wa.txt,FOOT\panzukin_foot_f_0922_wa.txt,6,153,1000,0,2,10,4875,,579,,,,,,,,,,,,,12,3,,14,10,30,,19,15,80,,,,,,LFOO970
Pussy Cat Shoes,FOOT\catdancerfoot_m_0401_cr.ZMS.txt,FOOT\catdancer_foot_f_0324_wa.txt,6,153,0,0,2,10,4876,,579,,,,,,,,,,,,,11,4,,14,10,30,,24,16,85,,,,,,LFOO971
Pirate Shoes,FOOT\gothicPiratesBoots_m_purple_0328_cr.txt,FOOT\gothicPiratesBoots_f_purple_0328_cr.txt,6,153,1000,0,2,10,4877,,579,,,,,,,,,,,,,12,3,,14,10,30,,5,10,80,,,,,,LFOO972
thRose,FOOT\foot1_career013_1m.txt,FOOT\foot2_career013_1m.txt,6,153,1,0,30,10,3478,244,579,,,,,,,,31,200,,,,12,6,,,,30,,10,8,85,,,,,,LFOO973
thRose,FOOT\foot1_career018_r.txt,FOOT\foot2_career018_r.txt,6,153,1,0,30,10,3479,244,579,,,,,,,,31,200,,,,12,6,,,,30,,10,8,85,,,,,,LFOO974
thRose,FOOT\foot1_career018_1r.txt,FOOT\foot2_career018_1r.txt,6,153,1,0,30,10,3480,244,579,,,,,,,,31,200,,,,12,6,,,,30,,10,8,85,,,,,,LFOO975
Skeletal Warrior Shoes,FOOT\foot1_career021_u.txt,FOOT\foot2_career021_u.txt,10,153,0,0,0,0,7195,244,579,,,,,,,,,,,,,,,,,,30,,0,0,85,,,,,,LFOO976
Wolf Shoes,FOOT\foot1_career022_v.txt,FOOT\foot2_career022_v.txt,6,153,1,0,3,10,3481,244,579,,,,,,,,,,,,,,,,,,30,,10,8,85,,,,,,LFOO977
Demon Feet,FOOT\foot1_career023.txt ,FOOT\foot2_career023.txt,7,153,1000,0,1,10,3482,244,579,,,,,,,,,,,,,,,,,,30,,8,10,85,,,,,,LFOO978
thRose,FOOT\foot1_career028.txt ,FOOT\foot2_career028.txt ,6,153,1,0,30,10,3484,244,579,,,,,,,,31,200,,,,12,6,,,,30,,10,8,85,,,,,,LFOO979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brave Paladin Boots of Rebirth,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,6,151,201000,0,10,80,7467,228,580,,,,,51,,,111,10,,,,,,,,,75,0,13,1,87,,,,,,LFOO993
Summoner's Majestic Shoes of Rebirth,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,6,152,221000,0,3,78,7468,236,579,,,,,52,,,111,10,,,,,,,,,75,0,11,2,85,,,,,,LFOO994
Fallen Overlord's Boots of Rebirth,FOOT\foot1_hawker_220.txt,FOOT\foot2_hawker_220.txt,6,151,201000,0,3,78,7469,232,579,,,,,53,,,111,10,,,,,,,,,75,0,11,2,100,,,,,,LFOO995
Auction Master Shoes of Rebirth,FOOT\foot1_dealer_220.txt,FOOT\foot2_dealer_220.txt,6,153,201000,0,3,76,7470,240,579,,,,,54,,,111,10,,,,,,,,,75,0,10,2,95,,,,,,LFOO996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM Shoes,FOOT\gm_suit_foot_m.txt,FOOT\gm_suit_foot_f.txt,,153,80595,0,3,73,4247,240,579,,,,1,,,,31,120,,,,,,,,,68,,83,10,87,,,,,,LFOO999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moon Kana Boots,FOOT\foot1_F0757.txt,FOOT\foot2_F0757.txt,6,153,0,0,2,10,2904,244,579,,,,,,,,,,,,,23,8,,14,8,30,,10,8,80,,,,,,LFOO1007
White Heels,FOOT\mint_wedding_foot_ble_0623_wa.txt,FOOT\cream_wedding_foot_ble_0623_wa.txt,6,153,1000,0,2,10,4271,244,579,,,,,,,,,,,,,,,,,,30,,10,8,80,,,,,,LFOO1008
Black Shoes,FOOT\hudan_foot_m.txt,FOOT\hudan_foot_w.txt,7,153,100,0,2,10,4698,244,579,,,,,,,,,,,,,12,4,,,,30,,10,8,75,,,,,,LFOO1009
Jellyfish Shoes,FOOT\kurara_foot_m.txt,FOOT\kurara_foot_w.txt,7,153,1000,0,2,10,4362,244,579,,,,,,,,,,,,,,,,,,30,,10,8,85,,,,,,LFOO1010
Red Heels,FOOT\pumps_m_red_0728_na.txt,FOOT\pumps_f_red_0728_na.txt,7,153,1000,0,2,10,4363,244,579,,,,,,,,,,,,,12,3,,14,20,30,,10,8,80,,,,,,LFOO1011
White Santa Shoes,FOOT\mint_xmas_foot_white_1101_wa.txt,FOOT\cr_xmas_foot_white_1101_wa.txt,6,153,1000,0,2,10,4364,244,579,,,,,,,,,,,,,13,4,,14,16,30,,10,8,80,,,,,,LFOO1012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slender Shoes,FOOT\foot1_Slender.txt,FOOT\foot1_Slender.txt,6,153,1000,0,5,10,5352,,579,,,,,,,,,,,,,,,,,,50,,10,10,80,,,,,,LFOO1022
Gingerbread Man Feet,FOOT\foot1_ginger.txt,FOOT\foot2_ginger.txt,6,153,1000,0,5,10,7306,228,579,,,,,,,,,,,,,14,5,,23,50,30,,15,10,80,,,,,,LFOO1023
Gingerbread Man Feet (Yellow),FOOT\foot1_ginger_yellow.txt,FOOT\foot2_ginger_yellow.txt,6,153,1000,0,5,10,7307,228,579,,,,,,,,,,,,,14,5,,23,50,30,,15,10,80,,,,,,LFOO1024
Gingerbread Man Feet (Pink),FOOT\foot1_ginger_pink.txt,FOOT\foot2_ginger_pink.txt,6,153,1000,0,5,10,7308,228,579,,,,,,,,,,,,,14,5,,23,50,30,,15,10,80,,,,,,LFOO1025
Gingerbread Man Feet (Brown),FOOT\foot1_ginger_brown.txt,FOOT\foot2_ginger_brown.txt,6,153,1000,0,5,10,7309,228,579,,,,,,,,,,,,,14,5,,23,50,30,,15,10,80,,,,,,LFOO1026
Gingerbread Man Feet (White),FOOT\foot1_ginger_white.txt,FOOT\foot2_ginger_white.txt,6,153,1000,0,5,10,7310,228,579,,,,,,,,,,,,,14,5,,23,50,30,,15,10,80,,,,,,LFOO1027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurum Plate Boots,FOOT\foot1_soldier200.txt,FOOT\foot2_soldier200.txt,,151,41300,0,10,80,3825,228,580,,,,,51,,,31,224,,,,,,,,,65,0,125,20,85,,,,,3,LFOO51
Aurum Plate Boots,FOOT\foot1_soldier200.txt,FOOT\foot2_soldier200.txt,,151,49500,0,10,80,3825,228,580,,,,,51,,,31,228,,,,,,,,,65,0,130,23,85,,,,,6,LFOO51
Brave Paladin Boots of Resilience,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,45900,0,10,80,3305,228,580,70,1,1577,1,51,,,31,220,,,,10,2,,20,5,75,0,121,12,87,,,,,,LFOO1032
Brave Paladin Boots of Agility,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,45900,0,10,80,3305,228,580,70,1,1578,1,51,,,31,220,,,,11,2,,20,5,75,0,121,12,87,,,,,,LFOO1033
Brave Paladin Boots of Faith,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,45900,0,10,80,3305,228,580,70,1,1579,1,51,,,31,220,,,,12,2,,20,5,75,0,121,12,87,,,,,,LFOO1034
Brave Paladin Boots of Precision,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,45900,0,10,80,3305,228,580,70,1,1580,1,51,,,31,220,,,,13,2,,20,5,75,0,121,12,87,,,,,,LFOO1035
Brave Paladin Boots of Virtue,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,45900,0,10,80,3305,228,580,70,1,1581,1,51,,,31,220,,,,14,2,,20,5,75,0,121,12,87,,,,,,LFOO1036
Brave Paladin Boots of Sharpness,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,45900,0,10,80,3305,228,580,70,1,1582,1,51,,,31,220,,,,15,2,,20,5,75,0,121,12,87,,,,,,LFOO1037
Brave Paladin Boots of Resilience,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,53500,0,10,80,3305,228,580,71,1,1583,1,51,,,31,224,,,,10,4,,20,8,75,0,127,16,87,,,,,3,LFOO1032
Brave Paladin Boots of Agility,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,53500,0,10,80,3305,228,580,71,1,1584,1,51,,,31,224,,,,11,4,,20,8,75,0,127,16,87,,,,,3,LFOO1033
Brave Paladin Boots of Faith,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,53500,0,10,80,3305,228,580,71,1,1585,1,51,,,31,224,,,,12,4,,20,8,75,0,127,16,87,,,,,3,LFOO1034
Brave Paladin Boots of Precision,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,53500,0,10,80,3305,228,580,71,1,1586,1,51,,,31,224,,,,13,4,,20,8,75,0,127,16,87,,,,,3,LFOO1035
Brave Paladin Boots of Virtue,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,53500,0,10,80,3305,228,580,71,1,1587,1,51,,,31,224,,,,14,4,,20,8,75,0,127,16,87,,,,,3,LFOO1036
Brave Paladin Boots of Sharpness,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,53500,0,10,80,3305,228,580,71,1,1588,1,51,,,31,224,,,,15,4,,20,8,75,0,127,16,87,,,,,3,LFOO1037
Brave Paladin Boots of Resilience,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,64000,0,10,80,3305,228,580,72,1,1589,1,51,,,31,228,,,,10,7,,20,12,75,0,132,19,87,,,,,6,LFOO1032
Brave Paladin Boots of Agility,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,64000,0,10,80,3305,228,580,72,1,1590,1,51,,,31,228,,,,11,7,,20,12,75,0,132,19,87,,,,,6,LFOO1033
Brave Paladin Boots of Faith,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,64000,0,10,80,3305,228,580,72,1,1591,1,51,,,31,228,,,,12,7,,20,12,75,0,132,19,87,,,,,6,LFOO1034
Brave Paladin Boots of Precision,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,64000,0,10,80,3305,228,580,72,1,1592,1,51,,,31,228,,,,13,7,,20,12,75,0,132,19,87,,,,,6,LFOO1035
Brave Paladin Boots of Virtue,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,64000,0,10,80,3305,228,580,72,1,1593,1,51,,,31,228,,,,14,7,,20,12,75,0,132,19,87,,,,,6,LFOO1036
Brave Paladin Boots of Sharpness,FOOT\foot1_soldier_220.txt,FOOT\foot1_soldier_220.txt,9,151,64000,0,10,80,3305,228,580,72,1,1594,1,51,,,31,228,,,,15,7,,20,12,75,0,132,19,87,,,,,6,LFOO1037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oro's Walker Shoes,FOOT\foot1_muse200.txt,FOOT\foot2_muse200.txt,,152,164000,0,3,78,3838,236,579,,,,,52,,,31,224,,,,,,,,,68,0,104,24,82,,,,,3,LFOO81
Oro's Walker Shoes,FOOT\foot1_muse200.txt,FOOT\foot2_muse200.txt,,152,196000,0,3,78,3838,236,579,,,,,52,,,31,228,,,,,,,,,68,0,110,27,82,,,,,6,LFOO81
Summoner's Majestic Shoes of Resilience,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,170000,0,3,78,3306,236,579,73,1,1596,1,52,,,31,220,,,,10,2,,21,5,75,0,96,16,85,,,,,,LFOO1053
Summoner's Majestic Shoes of Agility,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,170000,0,3,78,3306,236,579,73,1,1597,1,52,,,31,220,,,,11,2,,21,5,75,0,96,16,85,,,,,,LFOO1054
Summoner's Majestic Shoes of Faith,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,170000,0,3,78,3306,236,579,73,1,1598,1,52,,,31,220,,,,12,2,,21,5,75,0,96,16,85,,,,,,LFOO1055
Summoner's Majestic Shoes of Precision,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,170000,0,3,78,3306,236,579,73,1,1599,1,52,,,31,220,,,,13,2,,21,5,75,0,96,16,85,,,,,,LFOO1056
Summoner's Majestic Shoes of Virtue,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,170000,0,3,78,3306,236,579,73,1,1600,1,52,,,31,220,,,,14,2,,21,5,75,0,96,16,85,,,,,,LFOO1057
Summoner's Majestic Shoes of Sharpness,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,170000,0,3,78,3306,236,579,73,1,1601,1,52,,,31,220,,,,15,2,,21,5,75,0,96,16,85,,,,,,LFOO1058
Summoner's Majestic Shoes of Resilience,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,196000,0,3,78,3306,236,579,74,1,1602,1,52,,,31,224,,,,10,4,,21,8,75,0,105,25,85,,,,,3,LFOO1053
Summoner's Majestic Shoes of Agility,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,196000,0,3,78,3306,236,579,74,1,1603,1,52,,,31,224,,,,11,4,,21,8,75,0,105,25,85,,,,,3,LFOO1054
Summoner's Majestic Shoes of Faith,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,196000,0,3,78,3306,236,579,74,1,1604,1,52,,,31,224,,,,12,4,,21,8,75,0,105,25,85,,,,,3,LFOO1055
Summoner's Majestic Shoes of Precision,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,196000,0,3,78,3306,236,579,74,1,1605,1,52,,,31,224,,,,13,4,,21,8,75,0,105,25,85,,,,,3,LFOO1056
Summoner's Majestic Shoes of Virtue,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,196000,0,3,78,3306,236,579,74,1,1606,1,52,,,31,224,,,,14,4,,21,8,75,0,105,25,85,,,,,3,LFOO1057
Summoner's Majestic Shoes of Sharpness,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,196000,0,3,78,3306,236,579,74,1,1607,1,52,,,31,224,,,,15,4,,21,8,75,0,105,25,85,,,,,3,LFOO1058
Summoner's Majestic Shoes of Resilience,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,221000,0,3,78,3306,236,579,75,1,1608,1,52,,,31,228,,,,10,7,,21,12,75,0,112,28,85,,,,,6,LFOO1053
Summoner's Majestic Shoes of Agility,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,221000,0,3,78,3306,236,579,75,1,1609,1,52,,,31,228,,,,11,7,,21,12,75,0,112,28,85,,,,,6,LFOO1054
Summoner's Majestic Shoes of Faith,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,221000,0,3,78,3306,236,579,75,1,1610,1,52,,,31,228,,,,12,7,,21,12,75,0,112,28,85,,,,,6,LFOO1055
Summoner's Majestic Shoes of Precision,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,221000,0,3,78,3306,236,579,75,1,1611,1,52,,,31,228,,,,13,7,,21,12,75,0,112,28,85,,,,,6,LFOO1056
Summoner's Majestic Shoes of Virtue,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,221000,0,3,78,3306,236,579,75,1,1612,1,52,,,31,228,,,,14,7,,21,12,75,0,112,28,85,,,,,6,LFOO1057
Summoner's Majestic Shoes of Sharpness,FOOT\foot1_muse_220.txt,FOOT\foot1_muse_220.txt,9,152,221000,0,3,78,3306,236,579,75,1,1613,1,52,,,31,228,,,,15,7,,21,12,75,0,112,28,85,,,,,6,LFOO1058
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raptor Boots,FOOT\foot1_hawker200.txt,FOOT\foot2_hawker200.txt,,151,18320,0,3,78,3851,232,579,,,,,53,,,31,224,,,,,,,,,68,0,105,19,95,,,,,3,LFOO111
Raptor Boots,FOOT\foot1_hawker200.txt,FOOT\foot2_hawker200.txt,,151,21020,0,3,78,3851,232,579,,,,,53,,,31,228,,,,,,,,,68,0,110,22,95,,,,,6,LFOO111
Fallen Overlord's Boots of Resilience,FOOT\foot1_hawker_220.txt,FOOT\foot2_hawker_220.txt,9,151,45900,0,3,78,3307,232,579,76,1,1615,1,53,,,31,220,,,,10,2,,21,5,75,0,100,12,100,,,,,,LFOO1074
Fallen Overlord's Boots of Agility,FOOT\foot1_hawker_220.txt,FOOT\foot2_hawker_220.txt,9,151,45900,0,3,78,3307,232,579,76,1,1616,1,53,,,31,220,,,,11,2,,21,5,75,0,100,12,100,,,,,,LFOO1075
Fallen Overlord's Boots of Faith,FOOT\foot1_hawker_220.txt,FOOT\foot2_hawker_220.txt,9,151,45900,0,3,78,3307,232,579,76,1,1617,1,53,,,31,220,,,,12,2,,21,5,75,0,100,12,100,,,,,,LFOO1076
Fallen Overlord's Boots of Precision,FOOT\foot1_hawker_220.txt,FOOT\foot2_hawker_220.txt,9,151,45900,0,3,78,3307,232,579,76,1,1618,1,53,,,31,220,,,,13,2,,21,5,75,0,100,12,100,,,,,,LFOO1077
Fallen Overlord's Boots of Virtue,FOOT\foot1_hawker_220.txt,FOOT\foot2_hawker_220.txt,9,151,45900,0,3,78,3307,232,579,76,1,1619,1,53,,,31,220,,,,14,2,,21,5,75,0,100,12,100,,,,,,LFOO1078
Fallen Overlord's Boots of Sharpness,FOOT\foot1_hawker_220.txt,FOOT\foot2_hawker_220.txt,9,151,45900,0,3,78,3307,232,579,76,1,1620,1,53,,,31,220,,,,15,2,,21,5,75,0,100,12,100,,,,,,LFOO1079
Fallen Overlord's Boots of Resilience,FOOT\foot1_hawker_220.txt,FOOT\foot2_hawker_220.txt,9,151,53500,0,3,78,3307,232,579,77,1,1621,1,53,,,31,224,,,,10,4,,21,8,75,0,106,20,100,,,,,3,LFOO1074
Fallen Overlord's Boots of Agility,FOOT\foot1_hawker_220.txt,FOOT\foot2_hawker_220.txt,9,151,53500,0,3,78,3307,232,579,77,1,1622,1,53,,,31,224,,,,11,4,,21,8,75,0,106,20,100,,,,,3,LFOO1075
