string,,,,,,,,,,,,,,,,,,,,,,,,,Can Target,300,,1,,,,,,,,,,,,string,string,,Unused,Collision On/Off,Bone Index,Box X Scale,Box Y Scale,Box Z Scale,Ignore Database Data,Dialog Mob,Event Id,Invincible,Seasonal Event,Stun Immune,Swap,Pet Scale,Pet Y,Pet Height,Damage Limit,Servertype,Hide Armory,Expire Damage,Stat Tracker,AB Adjust,AX,AY,AZ,BX,BY,BZ,AB Hit,Block AOE Damage,Clan Stat Tracker,Whitelist
[Ferrell Guild Banker] Adjo,marsiano.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,141,,,,,1401,,,10,,,LNPC1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Cart Shop] Mshai,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,57,,,570,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Coin Collector] Ashai,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,70,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Coin Collector] Ottah,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,70,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Coin Collector] Remmao,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,70,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Staff] Belz,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,57,,,382,423,,,,200,999,,13,,,,,1401,,,10,,,LNPC1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Smith] Punwell,smith1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,66,,,386,387,,,,200,999,,11,,,,,1401,,,10,,,LNPC1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Little Street Vendor] Mile,child1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,73,,,390,293,,,,200,999,,12,,,,,1401,,,10,,,LNPC1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Weapon Craftsman] Mairath,weapondealer.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,65,,,394,395,,397,,200,999,,18,,,,,1401,,,10,,,LNPC1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Magic Shop] Bakit,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,56,,,566,,,,,200,999,,140,,,,,1401,,,10,,,LNPC1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Supplies] Khait,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,57,,,498,565,296,,,200,999,,140,,,,,1401,,,10,,,LNPC1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Smith] Monifa,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,214,,65,,,497,,,,,200,999,,140,,,,,1401,,,10,,,LNPC1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Mountain Moldie] Wilson,mole2.mon,0,0,110,1016,,10,100,100,100,100,100,100,100,,,,65,,,567,565,498,,,200,999,,106,,,,,1401,,,10,,,LNPC1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Painter] Grug,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,65,,,,,,,,200,999,,3,,,,,1401,,,10,,,LNPC1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Instance] Bruiser,marsiano.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,141,,,,,1401,,,10,,,LNPC1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Merchant] Linda,woman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,57,,,422,423,,,,200,999,,15,,,,,1401,,,10,,,LNPC1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Gypsy Merchant] Methio,gypsy1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,58,,,225,,,,,200,999,,17,,,,,1401,,,10,,,LNPC1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ikaness Staff] Orias,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,60,,,,,,,,200,999,,3,,,,,1401,,,10,,,LNPC1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Mountain Guide] Wilson,Robber1.mon,0,0,120,203,,10,100,100,100,100,100,100,100,,,,72,,,567,565,498,,,200,999,,20,,,,,1401,,,10,,,LNPC1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Knight,Knight_male01.mon,450,770,190,451,,215,25000,1180,667,1195,659,467,125,,881,,,,,1,,,,,300,10,0,0,,,,,1401,390,,20,,,LNPC1075,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Historian] Jujube,snowman.mon,290,490,120,,,1,5,18,65,600,600,600,105,,,,72,,,,,,,,250,999,,121,,,,401,1401,,,10,,,LNPC1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Event Team] Nick,Knight_male01.mon,300,400,120,491,,10,100,100,100,100,100,100,100,,879,,72,,,,,,,,200,999,,122,,,,,1401,,,10,,0,LNPC1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Event Team] Francis,grandduke.mon,300,400,180,,,10,100,100,100,100,100,100,100,,879,,72,,,566,498,565,314,,200,999,,123,,,,,1401,,,10,,255137085,LNPC1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Event Team] Louis,warrior1.mon,300,400,120,,,10,100,100,100,100,100,100,100,,880,,72,,,588,0,,,,200,999,,16,,,,,1401,,,10,,,LNPC1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blank NPC for LUA,ban.mon,0,0,100,,,250,9999,1,1,9999,9999,9999,100,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
[Mayor] Darren,daren.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,70,,,462,464,466,468,,200,999,,21,,,,,1401,,,10,,,LNPC1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Guide] Eva,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,72,,,,,,,,200,999,,3,,,,,1401,,,10,,,LNPC1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Akram King] Loderic,scholar1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,54,,,,,,,,200,999,,14,,,,,1401,,,10,,,LNPC1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Akram Minister] Gamp,warrior1.mon,0,0,120,,,250,100,100,100,9999,9999,100,100,,215,,54,,,462,,,,,200,999,,16,,,,,1401,,,10,,,LNPC1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Akram Minister] Nell,scholar1.mon,0,0,120,,,250,100,100,100,9999,9999,100,100,,216,,54,,,464,,,,,200,999,,14,,,,,1401,,,10,,,LNPC1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Akram Minister] Rodath,warrior1.mon,0,0,120,,,250,100,100,100,9999,9999,100,100,,,,54,,,466,,,,,200,999,,16,,,,,1401,,,10,,,LNPC1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Akram Minister] Mel,scholar1.mon,0,0,120,,,250,100,100,100,9999,9999,100,100,,,,54,,,468,,,,,200,999,,14,,,,,1401,,,10,,,LNPC1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Founder of Junon Order] Raw,archbishop1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,218,,59,,,,,,,,200,999,,2,,,,,1401,,,10,,,LNPC1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Manager of Ferrell] Arothel,marsiano.mon,0,0,120,,,10,100,100,100,100,100,100,100,,219,,57,,,,,,,,200,999,,22,,,,,1401,,,10,,,LNPC1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Righteous Crusader] Gawain,danton.mon,0,0,120,,,10,100,100,100,100,100,100,100,,220,,55,,,,,,,,200,999,,23,,,,,1401,,,10,,,LNPC1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Arumic Merchant] Chester,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,221,,56,,,470,471,,,,200,999,,3,,,,,1401,,,10,,,LNPC1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Gypsy Jewel Seller] Bellia,gypsy1.mon,160,500,130,,,10,100,100,100,100,100,100,100,,222,,58,,,474,,,,,200,999,,17,,,,,1401,,,10,,,LNPC1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Weapon Merchant] Crune,weapondealer.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,65,,,478,479,480,481,,200,999,,18,,,,,1401,,,10,,,LNPC1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Armor Merchant] Saki,smith1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,66,,,482,483,484,485,,200,999,,11,,,,,1401,,,10,,,LNPC1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Designer] Lisa,Bond.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,67,,,486,487,488,489,,200,999,,15,,,,,1401,,,10,,,LNPC1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Merchant] Mildun,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,57,,,490,491,,,,200,999,,13,,,,,1401,,,10,,,LNPC1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Tavern Owner] Harin,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,69,,,494,,,,,200,999,,37,,,,,1401,,,10,,,LNPC1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Staff] Kiroth,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,223,,57,,,498,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Staff] Hayen,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,224,,57,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Staff] Itz,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,225,,57,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Little Street Vendor] Tom,child1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,73,,,,,,,,200,999,,12,,,,,1401,,,10,,,LNPC1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Little Street Vendor] Jerry,child1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,73,,,,,,,,200,999,,12,,,,,1401,,,10,,,LNPC1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Poet] Dante,scholar1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,14,,,,,1401,,,10,,,LNPC1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Historian] Jones,ronwea.mon,0,0,120,,,10,100,100,100,100,100,100,100,,226,,71,,,,,,,,200,999,,19,,,,,1401,,,10,,,LNPC1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Resident] Blue,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Resident] Mint,woman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,15,,,,,1401,,,10,,,LNPC1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Livestock Farmer] Sicru,akines.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,73,,,578,581,,,,200,999,,24,,,,,1401,,,10,,,LNPC1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,arua_ghost01.mon,0,0,120,,,10,100,100,100,100,100,100,100,,215,,54,,,462,,,,,200,999,,10,,,,,1401,,,10,,,LNPC1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Elder of Junon Order] Gorthein,archbishop1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,227,,59,,1,454,455,,,,200,999,,2,,,,,1401,,,10,,,LNPC1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Staff] Charrs,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,228,,73,,5,460,461,,,,200,999,,13,,,,,1401,,,10,,,LNPC1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Righteous Crusader] Huffe,warrior1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,229,,55,,3,456,457,,,,200,999,,16,,,,,1401,,,10,,,LNPC1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Arumic Researcher] Carasia,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,230,,56,,4,458,459,,,,200,999,,3,,,,,1401,,,10,,,LNPC1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Referee] Leum,gurd1.mon,0,0,120,162,,10,100,100,100,100,100,100,100,,,,70,,,,,,,,200,999,,25,,,,,1401,,,10,,,LNPC1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Referee] Pirre,gurd2.mon,0,0,120,,161,10,100,100,100,100,100,100,100,,,,70,,,,,,,,200,999,,25,,,,,1401,,,10,,,LNPC1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Clan Owner] Burtland,ronwea.mon,0,0,120,,,250,100,100,100,9999,9999,100,100,,,,70,,,,,,,,200,999,,19,,,,,1401,,,10,,,LNPC1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Soldier] Odelo,gurd1.mon,240,460,120,162,,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,25,,,,,1401,,,10,,,LNPC1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Soldier] Winters,gurd2.mon,0,0,120,,161,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,25,,,,,1401,,,10,,,LNPC1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Guide] Alphonso,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,73,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Teleporter] Idiosel,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,56,,,221,222,223,,,200,999,,3,,,,,1401,,,10,,,LNPC1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Stylist] Cindy,woman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,67,,,562,569,563,590,,200,999,,4,,,,,1401,,,10,,,LNPC1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ikaness Staff] Shroon,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,60,,,,,,,,200,999,,3,,,,,1401,,,10,,,LNPC1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Guide of Plain] Pein,Robber1.mon,0,0,120,203,,10,100,100,100,100,100,100,100,,,,72,,,,,,,,200,999,,20,,,,,1401,,,10,,,LNPC1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Gypsy Seller] Edone,gypsy1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,58,,,,,,,,200,999,,17,,,,,1401,,,10,,,LNPC1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Elder of Junon Order] Demetrius,archbishop1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,730,,,,1,454,455,,,,200,999,,2,,,,,1401,,,10,,,LNPC1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Righteous Crusaders] Aeron,warrior1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,731,,,,3,456,457,,,,200,999,,16,,,,,1401,,,10,,,LNPC1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Staff] Doris,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,732,,,,5,460,461,,,,200,999,,13,,,,,1401,,,10,,,LNPC1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Arumic Researcher] Aemelia,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,733,,,,4,458,459,,,,200,999,,3,,,,,1401,,,10,,,LNPC1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Arumic Researcher] Cecilia,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,,,4,458,459,,,,200,999,,3,,,,,1401,,,10,,,LNPC1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Akram King] Willhelm,king.mon,0,0,115,,,10,100,100,100,100,100,100,100,,736,,72,,,,,,,,200,999,,104,,,,,1401,,,10,,,LNPC1130,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
[Akram Queen] Nerisa,queen.mon,0,0,115,,,10,100,100,100,100,100,100,100,,305,,72,,,,,,,,200,999,,107,,,,,1401,,,10,,,LNPC1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Mountain Guide] Kay,Robber1.mon,0,0,120,203,,10,100,100,100,100,100,100,100,,,,72,,,,,,,,200,999,,20,,,,,1401,,,10,,,LNPC1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Guide of Plain] Bert,Robber1.mon,0,0,120,203,,10,100,100,100,100,100,100,100,,,,72,,,,,,,,200,999,,20,,,,,1401,,,10,,,LNPC1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Soldier] Berton,gurd1.mon,0,0,120,162,,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,25,,,,,1401,,,10,,,LNPC1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Soldier] Merle,gurd2.mon,0,0,120,,161,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,25,,,,,1401,,,10,,,LNPC1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Lost Traveler] Mica,mica.mon,0,0,98,,,10,100,100,100,100,100,100,100,,,,72,,,,,,,,200,999,,105,,,,,1401,,,10,,,LNPC1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Guide of Plain] Bert,Robber1.mon,0,0,120,203,,10,100,100,100,100,100,100,100,,,,,,,,,,,,200,999,,20,,,,,1401,,,10,,,LNPC1140,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
[Ferrell Guild Staff] Thierno,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,,,5,460,461,,,,200,999,,13,,,,,1401,,,10,,,LNPC1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Righteous Crusader] Lloyd,danton.mon,0,0,120,,,250,100,100,100,9999,9999,100,100,,587,,55,,,564,565,,,,200,999,,16,,,,,1401,,,10,,,LNPC1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Staff] Thierno,youngman1.mon,999,0,120,,,10,100,100,100,100,100,100,100,,407,,72,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1139,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Quest Arrow,cursor_jpt.mon,0,0,300,,,10,100,100,100,100,100,100,100,,,,69,,,,,,,1,200,999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Righteous Crusader] Gallahad,warrior1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,55,,,,,,,,200,999,,16,,,,,1401,,,10,,,LNPC1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Akram Minister] Luce,scholar1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,54,,,,,,,,200,999,,14,,,,,1401,,,10,,,LNPC1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ferrell Guild Merchant ] Bith,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,57,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Resident] Hotch,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,71,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Animal Foster] Thonal,ivan.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,71,,,579,581,,,,200,999,,111,,,,,1401,,,10,,,LNPC1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Animal Foster] Tinesse,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,71,,,580,581,,,,200,999,,118,,,,,1401,,,10,,,LNPC1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ikaness Staff] Gremory,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,60,,,,,,,,200,999,,3,,,,,1401,,,10,,,LNPC1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ghost] Connor,Quest_ghost.mon,0,0,120,,,250,9999,100,100,9999,9999,300,100,,,,,,,,,,,,200,999,,43,,,,,1401,,,10,,,LNPC1148,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ikaness Staff] Shroon,magician1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,,,,,,,,1,200,999,,,,,,,1401,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Guide of Plain] Bert LUA,Robber1.mon,300,600,120,203,,10,100,100,100,100,100,100,100,,,,,,,,,,,1,200,999,,20,,,,,,,,,,,LNPC1140,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
[Ferrell Guild Merchant] Med,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,57,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clan Board,questboard.mon,0,0,90,,,10,100,100,100,100,100,100,100,,,,,,,,,,,,200,999,,,,,,,,,,,,,LNPC1153,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,
[Dead Priest] Lantore,Rantor.mon,0,0,120,,,250,9999,100,100,9999,9999,300,100,,234,,59,,,,,,,,200,999,,40,,,,,1401,,,10,,,LNPC1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ranger] Paul,parel.mon,0,0,120,203,,250,9999,100,100,9999,9999,300,100,,,,72,,,,,,,,200,999,,41,,,,,1401,,,10,,,LNPC1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Town Girl] Lithia,Reesel.mon,0,0,115,,,250,9999,100,100,9999,9999,300,100,,,,69,,,,,,,,200,999,,42,,,,,1401,,,10,,,LNPC1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Ghost] Harry,Quest_ghost.mon,0,0,120,,,250,9999,100,100,9999,9999,300,100,,,,72,,,,,,,,200,999,,43,,,,,1401,,,10,,,LNPC1157,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Dead Merchant] Morgan,youngman1.mon,0,0,120,,,250,100,100,100,9999,9999,100,100,,1474,,57,,,,,,,,200,999,,150,,,,,1401,,,10,,,LNPC1158,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Clan Advisor] Quintin,ronwea.mon,200,270,120,,,10,100,100,100,100,100,100,100,,,,72,,11,260,262,261,,,200,999,,,,,,,1401,,,,,,LNPC1160,,,,,,,,,,,,,,,,,,,,,1,,,1,0,0,10,60,25,100,,,,
[Clan House Manager] Kushard,weapondealer.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,57,,,471,,,,,200,999,,18,,,,,1401,,,10,,,LNPC1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Clan House Soldier] Jason,gurd1.mon,0,0,120,162,,10,100,100,100,100,100,100,100,,,,57,,,471,,,,,200,999,,25,,,,,1401,,,10,,,LNPC1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Smith] Isith,smith1.mon,0,0,130,,,250,100,100,100,9999,9999,100,100,,,,66,,,,,,,,200,999,,11,,,,,1401,,,10,,,LNPC1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Merchant] Rakeri,magician1.mon,0,0,130,,,250,100,100,100,9999,9999,100,100,,,,69,,,561,498,564,565,,200,999,,37,,,,,1401,,,10,,,LNPC1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Summoner] Dynok,chief.mon,0,0,120,,,250,100,100,100,9999,9999,100,100,,203,,70,,,,,,,,200,999,,1,,,,,1401,,,10,,,LNPC1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Racing driver]Michael Schoesmaker,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,57,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Racing driver] Fernandi alonzii,youngman1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,57,,,,,,,,200,999,,13,,,,,1401,,,10,,,LNPC1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Mechanic Engineer] Chock Nurris,smith1.mon,0,0,130,,,10,100,100,100,100,100,100,100,,,,66,,,491,,,,,200,999,,11,,,,,1401,,,10,,,LNPC1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Young Villager] Jiesten bubir,child1.mon,0,0,120,,,10,100,100,100,100,100,100,100,,,,73,,,,,,,,200,999,,12,,,,,1401,,,10,,,LNPC1169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Eucar Judge] Burmos,parbel.mon,0,0,100,,,10,100,100,100,100,100,100,100,,,,70,,,,,,,,200,999,,32,,,,,,,,10,,,LNPC1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
