,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability Type,Break IDX,,,Arms Type,Hide Player,Scaling,Preview,Expire,Prefix,Show Back,
Oro Pink Arms,3Ddata\PAT\CastleGear\CastleGear15\ARMS\CGA_F02420.txt,4,,552,499200,0,30,50,5554,246,580,91,1,1810,1,31,35,,,,,,,18,180,,26,50,73,,,3, ,,300,350,9,,,0,,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,0,,,2188,,,,LPAT387
Oro Purple Arms,3Ddata\PAT\CastleGear\CastleGear15\ARMS\CGA_F02420.txt,4,,552,499200,0,30,50,5555,246,580,91,1,1811,1,31,35,,,,,,,18,180,,26,50,73,,,3, ,,300,350,9,,,0,,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,0,,,2188,,,,LPAT388
Oro Yellow Arms,3Ddata\PAT\CastleGear\CastleGear15\ARMS\CGA_F02420.txt,4,,552,499200,0,30,50,5557,246,580,91,1,1812,1,31,35,,,,,,,18,180,,26,50,73,,,3, ,,300,350,9,,,0,,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,0,,,2188,,,,LPAT389
Oro White Arms,3Ddata\PAT\CastleGear\CastleGear15\ARMS\CGA_F02420.txt,4,,552,499200,0,30,50,5556,246,580,91,1,1813,1,31,35,,,,,,,18,180,,26,50,73,,,3, ,,300,350,9,,,0,,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,0,,,2188,,,,LPAT390
,,3,,,,,,,,246,580,,,,,31,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrel Guild Arms,3Ddata\PAT\CastleGear\CastleGear02\ARMS\CastleGear02_ARM01.txt,4,,552,423500,0,30,40,2269,246,580,,,,,31,30,,,,,,,18,60,,26,25,52,,,3, ,,300,350,9,,,0,261,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,0,,,2188,,,,LPAT392
Arumic Arms,3Ddata\PAT\CastleGear\CastleGear02\ARMS\CastleGear02_ARM01.txt,4,,552,423500,0,30,40,2269,246,580,,,,,31,30,,,,,,,18,60,,26,25,52,,,3, ,,300,350,9,,,0,261,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,0,,,2188,,,,LPAT393
Righteous Arms,3Ddata\PAT\CastleGear\CastleGear02\ARMS\CastleGear02_ARM01.txt,4,,552,423500,0,30,40,2269,246,580,,,,,31,30,,,,,,,18,60,,26,25,52,,,3, ,,300,350,9,,,0,261,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,0,,,2188,,,,LPAT394
Junon Order Arms,3Ddata\PAT\CastleGear\CastleGear02\ARMS\CastleGear02_ARM01.txt,4,,552,423500,0,30,40,2269,246,580,,,,,31,30,,,,,,,18,60,,26,25,52,,,3, ,,300,350,9,,,0,261,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,0,,,2188,,,,LPAT395
Heavygear Arms,,4,,552,551400,0,30,65,8843,246,580,22,4,1091,58,32,41,,,,,,,18,80,,26,45,50,,,5, ,,300,420,11,,,0,387,,,,,,,,,,131,704,520,125,,,,,,,,,,,,,,,,,,2,,,,,2189,,,,LPAT396
Speed Wing Preview,,3,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Speed Wing Preview,,3,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Speed Wing Preview,,3,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Speed Wing Preview,,3,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiked Wheel Rims,3Ddata\PAT\CART\ABILITY\cart01_ability04.txt,3,7,541,2500,0,5,30,2223,246,580,,,,,21,30,,,,,,,23,100,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,2186,,,,LPAT401
Speed Wing,3Ddata\PAT\CART\ABILITY\cart01_ability03.txt,3,7,541,3000,0,5,30,2210,246,580,,,,,21,30,,,,,,,23,120,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,0,,1,,,,,2186,,,,LPAT402
Wind Booster,3Ddata\PAT\CART\ABILITY\cart01_ability01.txt,3,7,541,4000,0,10,30,2198,246,580,,,,,21,30,,,,,,,23,130,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,1258,,,,,,,430,0,,1,,,,,2186,,,,LPAT403
Jet Booster,3Ddata\PAT\CART\ABILITY\cart01_ability02.txt,3,7,541,5000,0,20,30,2197,246,580,,,,,21,30,,,,,,,23,150,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257,1257,,,,,,,431,0,,1,,,,,2186,,,,LPAT404
Sun Roof,3Ddata\PAT\CART\ABILITY\cart01_ability07.txt,3,,541,3000,0,10,30,2236,246,580,,,,150,21,30,,,,,,,19,5,,21,5,30,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,2186,,,,LPAT405
Coal Mine Moldie Sun Roof,3Ddata\PAT\CART\ABILITY\cart01_ability072.txt,3,6,541,0,0,15,30,2237,246,580,,,,,21,30,,,,,,,23,100,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,2186,,,,LPAT406
Coal Mine Moldie Sun Roof P,3Ddata\PAT\CART\ABILITY\cart01_ability072_P.txt,3,6,541,0,0,15,30,2265,246,580,,,,,21,30,,,,,,,23,100,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,2186,,,,LPAT407
Polka Dot parasol,3Ddata\PAT\CART\ABILITY\Cart01_F04080.txt,3,6,541,0,0,5,30,2224,246,580,,,,,21,30,,,,,,,19,5,,21,5,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,2186,,,,LPAT408
Black parasol,3Ddata\PAT\CART\ABILITY\Cart01_F04090.txt,3,6,541,0,0,5,30,2225,246,580,,,,,21,30,,,,,,,19,5,,21,5,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,2186,,,,LPAT409
Sunflower Backseat,3Ddata\PAT\CART\ABILITY\cartomg_ability001.txt,3,7,541,1000,0,10,30,4157,246,580,,,,,21,30,,,,,,,23,70,,,,30,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2186,,,,LPAT410
Fixed Fan,3Ddata\PAT\CART\ABILITY\cartomg_ability002.txt,3,6,541,3000,0,30,30,9201,246,580,,,,,21,30,,,,,,,23,20,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,2186,,,,LPAT411
Wind Spinners,3Ddata\PAT\CART\ABILITY\cartomg_ability003.txt,3,6,541,3000,0,30,30,9202,246,580,,,,,21,30,,,,,,,23,20,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261,1261,,,,,,,,0,,1,,,,,2186,,,,LPAT412
Bamboo Tree,3Ddata\PAT\CART\ABILITY\cartomg_ability004.txt,3,6,541,3000,0,30,30,9204,246,580,,,,,21,30,,,,,,,23,20,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,2186,,,,LPAT413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arumic Backseat,,3,0,541,124530,0,10,55,2366,246,580,,, ,300,21,30,,,,114,10,,23,110,,,0,50,,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2186,,,,LPAT415
Ferrell Guild Backseat,,3,0,541,124530,0,10,55,2367,246,580,,, ,300,21,30,,,,114,10,,23,110,,,0,50,,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2186,,,,LPAT416
Junon Order Backseat,,3,0,541,124530,0,10,55,2368,246,580,,, ,300,21,30,,,,114,10,,23,110,,,0,50,,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2186,,,,LPAT417
Righteous Crusaders Backseat,,3,0,541,124530,0,10,55,2369,246,580,,, ,300,21,30,,,,114,10,,23,110,,,0,50,,0,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2186,,,,LPAT418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meister W Frame,3Ddata\PAT\CART\BODY\cart01_BODY04_c2.txt,0,7,511,1000,0,20,40,2174,246,580,,,,,21,62,,,,,,,,,,,,100,1,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3500,,,,,1,,,,,2186,,,,LPAT421
Meister R Frame,3Ddata\PAT\CART\BODY\cart01_BODY04_c3.txt,0,7,511,1000,0,20,40,2173,246,580,,,,,21,62,,,,,,,,,,,,100,1,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3500,,,,,1,,,,,2186,,,,LPAT422
Meister B Frame,3Ddata\PAT\CART\BODY\cart01_BODY04.txt,0,7,511,1000,0,20,40,2172,246,580,,,,,21,62,,,,,,,,,,,,100,1,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3500,,,,,1,,,,,2186,,,,LPAT423
Meister Y Frame,3Ddata\PAT\CART\BODY\cart01_BODY04_c4.txt,0,7,511,1000,0,20,40,2264,246,580,,,,,21,62,,,,,,,,,,,,100,1,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3500,,,,,1,,,,,2186,,,,LPAT424
Meister Pink Frame,3Ddata\PAT\CART\BODY\cart01_BODY04_c5.txt,0,7,511,1000,0,20,40,2263,246,580,,,,,21,62,,,,,,,,,,,,100,1,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3500,,,,,1,,,,,2186,,,,LPAT425
Meister Pure Gold Frame,3Ddata\PAT\CART\BODY\cart01_BODY04_cg.txt,0,7,511,1000,0,20,40,4600,246,580,,,,,21,62,,,,,,,,,,,,100,1,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3500,,,,,1,,,,,2186,,,,LPAT426
Meister Gold Frame,3Ddata\PAT\CART\BODY\cart01_BODY05_cg.txt,0,7,511,1000,0,20,40,4599,246,580,,,,,21,62,,,,,,,,,,,,100,1,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3500,,,,,1,,,,,2186,,,,LPAT427
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meister Brown Frame,,0,7,511,1000,0,20,40,3618,246,580,,,,,21,62,,,,,,,,,,,,100,1,,, ,,,,,,,281,261,,,,,,,670,,,,,,,,,,,,,,,,,,,3500,,,,,1,,,,,2186,,,,LPAT429
Wind Booster Preview,,3,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jet Booster Preview,,3,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firecracker Backseat,,3,6,541,3000,0,30,30,9208,246,580,,,,,21,30,,,,,,,23,20,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2186,,,,LPAT432
Frog Sun Roof,,3,6,541,3000,0,30,30,9209,246,580,,,,,21,30,,,,,,,23,20,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT433
Carp Windsocks,,3,6,541,3000,0,30,30,9210,246,580,,,,,21,30,,,,,,,23,20,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT434
Royal Backseat,,3,6,541,3000,0,30,30,9211,246,580,,,,,21,30,,,,,,,23,20,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2186,,,,LPAT435
Gold Steel Backseat,,3,6,541,1000,0,10,55,9245,246,580,,, ,,21,30,,,,,,,23,110,,,,50,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,2186,,,,LPAT436
Fire Jet,3Ddata\PAT\Cart\Ability\cartomg_ability007.txt,3,,541,559810,0,30,30,9442,246,580,21,8,1033,50,21,30,,,,,,,23,140,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262,1263,,,,,,,,,,1,,,,,2186,,,,LPAT437
Blue Armored Beetle Arms,3Ddata\PAT\CastleGear\Beetlegear\Arms\beetlegearhand_black_0920_cr.txt,4,,552,784410,0,30,55,9481,246,580,91,1,1693,1,31,35,,,,,,,18,180,,26,50,59,,,3, ,,300,350,9,,,0,261,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,,,,2188,,,,LPAT438
Red Armored Beetle Arms,3Ddata\PAT\CastleGear\Beetlegear\Arms\beetlegearhand_black_0920_cr.txt,4,,552,784410,0,30,55,9484,246,580,91,1,1696,1,31,35,,,,,,,18,180,,26,50,59,,,3, ,,300,350,9,,,0,261,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,,,,2188,,,,LPAT439
White Armored Beetle Arms,3Ddata\PAT\CastleGear\Beetlegear\Arms\beetlegearhand_black_0920_cr.txt,4,,552,784410,0,30,55,9487,246,580,91,1,1699,1,31,35,,,,,,,18,180,,26,50,59,,,3, ,,300,350,9,,,0,261,,,,,,,,,,131,702,520,125,,,,,,,,,,,,,,,,,,2,,,,,2188,,,,LPAT440
Silver Fire Jet,3Ddata\PAT\Cart\Ability\cartomg_ability007.txt,3,,541,559810,0,30,30,9883,246,580,21,8,1034,50,21,30,,,,,,,23,140,,,,100,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262,1263,,,,,,,,,,1,,,,,2186,,,,LPAT441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaser Engine,3Ddata\PAT\CART\ENGINE\cart01_ENGINE04.txt,1,7,521,8000,0,10,30,2208,246,580,,,,,21,30,,,,,,,,,,,,100,,,2,126,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,2186,,,,LPAT451
,,1,6,521,8000,0,5,44,2207,246,580,,,,,21,44,,,,,,,,,,,,100,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,,,,,LPAT452
,,1,6,521,8000,0,5,48,2208,246,580,,,,,21,48,,,,,,,,,,,,100,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,,,,,LPAT453
,,1,6,521,8000,0,5,52,2209,246,580,,,,,21,52,,,,,,,,,,,,100,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,,,,,LPAT454
,,1,6,521,8000,0,5,56,2210,246,580,,,,,21,56,,,,,,,,,,,,100,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,,,,,LPAT455
,,1,6,521,8000,0,5,60,2211,246,580,,,,,21,60,,,,,,,,,,,,100,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,,,,,LPAT456
,,1,6,521,8000,0,5,64,2212,246,580,,,,,21,64,,,,,,,,,,,,100,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,,,,,LPAT457
,,1,6,521,8000,0,5,68,2213,246,580,,,,,21,68,,,,,,,,,,,,100,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,,,,,LPAT458
,,1,6,521,8000,0,5,72,2214,246,580,,,,,21,72,,,,,,,,,,,,100,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,,,,,LPAT459
,,1,6,521,8000,0,5,76,2215,246,580,,,,,21,76,,,,,,,,,,,,100,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,299,299,,,,,,,,,,,,1,,,,,,,,,LPAT460
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meister Wheels,3Ddata\PAT\CART\WHEEL\cart01_WHEEL04.txt,2,7,531,5000,0,10,30,2233,246,580,,,,,21,30,,,,,,,19,25,,21,15,100,,,,136,35,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT471
,,2,6,531,5000,0,5,44,2232,246,580,,,,,21,44,,,,,,,19,14,,21,5,100,,,,145,40,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT472
,,2,6,531,5000,0,5,48,2233,246,580,,,,,21,48,,,,,,,19,15,,21,6,100,,,,148,45,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT473
,,2,6,531,5000,0,5,52,2234,246,580,,,,,21,52,,,,,,,19,17,,21,7,100,,,,152,50,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT474
,,2,6,531,5000,0,5,56,2235,246,580,,,,,21,56,,,,,,,19,18,,21,7,100,,,,156,55,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT475
,,2,6,531,5000,0,5,60,2236,246,580,,,,,21,60,,,,,,,19,20,,21,8,100,,,,160,60,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT476
,,2,6,531,5000,0,5,64,2237,246,580,,,,,21,64,,,,,,,19,22,,21,9,100,,,,162,65,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT477
,,2,6,531,5000,0,5,68,2238,246,580,,,,,21,68,,,,,,,19,23,,21,9,100,,,,166,70,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT478
,,2,6,531,5000,0,5,72,2239,246,580,,,,,21,72,,,,,,,19,25,,21,10,100,,,,170,75,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT479
,,2,6,531,5000,0,5,76,2240,246,580,,,,,21,76,,,,,,,19,26,,21,11,100,,,,174,80,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,LPAT480
Meister Gold Wheels,3Ddata\PAT\CART\WHEEL\CartW_F04810.txt,2,7,531,5000,0,10,30,2234,246,580,,,,,21,30,,,,,,,19,25,,21,15,100,,,,137,35,,,,,,281,261,,,,,,,,302,671,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Striped Racing Frame,3Ddata\PAT\CART\BODY\cartM_BODY_F05000.txt,0,6,511,124530,0,20,30,2279,246,580,,,,,21,40,,,,,,,19,45,,21,20,50,,,, ,,,,,,,281,261,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,1,,,,,2186,,,,LPAT500
White Striped Racing Frame,3Ddata\PAT\CART\BODY\cartM_BODY_F05010.txt,0,6,511,124530,0,20,30,2280,246,580,,,,0,21,40,,,,,,,19,45,,21,20,50,1,,, ,,,,,,0,281,261,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,1,,,,,2186,,,,LPAT501
White Polka Dot Frame,3Ddata\PAT\CART\BODY\cartM_BODY_F05020.txt,0,6,511,124530,0,20,30,2281,246,580,,,,0,21,40,,,,,,,19,45,,21,20,50,1,,, ,,,,,,0,281,261,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,1,,,,,2186,,,,LPAT502
Second engine J,3Ddata\PAT\CART\ENGINE\cartM_ENGINE_F05030.txt,1,6,521,124530,0,10,30,2200,246,580,,,,0,21,30,,,,,,,,,,,0,50,0,1000,2,143,10,,,,,0,281,261,0,677,0,678,,0,675,0,676,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT503
White Rim Wheel,3Ddata\PAT\CART\WHEEL\cartM_WHELL_F05040.txt,2,6,531,124530,0,5,30,2229,246,580,,,,0,21,30,,,,,,0,19,25,0,21,15,50,,,0,143,35,,,,,0,281,261,,,,,,,0,302,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2186,,,,LPAT504
