11????,,,,3 digits,0~999999,0~200,0~999,,(501~560),(69~89),,????STB,,,,,Condition Ability 1,Condition 2,Reward Ability 2,Reward 2,Function names,file_effect,,,Cooldown Group,Cooldown Time,Condition Ability 2,Condition 2,Reward Ability 2,Reward 2,Combat Block,Seasonal Event,LUA,PvP Block,Confirm,Name Strings
Muting,,,6,314,0,0,0,0,1713,,,,,,,,,,,3218,0,,548,,,3,,,,,,,,,,LUSE888
Target Cancelled,,,6,314,0,0,0,0,1713,,,,,,,,,,,3219,0,,548,,,3,,,,,,,,,,LUSE889
"Atk Power, Accuracy Up (All)",,,6,314,0,0,0,0,1713,,,,,,,,,,,3206,0,,548,,,3,,,,,,,,,,LUSE876
Defense Up (All),,,6,314,0,0,0,0,1713,,,,,,,,,,,3207,0,,548,,,3,,,,,,,,,,LUSE877
"Attack Speed, Critical Up (All)",,,6,314,0,0,0,0,1713,,,,,,,,,,,3208,0,,548,,,3,,,,,,,,,,LUSE878
Dex Up (All),,,6,314,0,0,0,0,1713,,,,,,,,,,,3209,0,,548,,,3,,,,,,,,,,LUSE879
Invincibility Mode,,,6,314,0,0,0,0,1713,,,,,,,,,,,3211,0,,548,,,3,,,,,,,,,,LUSE881
Power-Up Mode,,,6,314,0,0,0,0,1713,,,,,,,,,,,3212,0,,548,,,3,,,,,,,,,,LUSE882
Invisibility Mode,,,6,314,0,0,0,0,1713,,,,,,,,,,,3214,0,,548,,,3,,,,,,,,,,LUSE884
GM Attack Up (AOE),,,6,314,0,0,0,0,1713,,,,,,,,,,,3230,0,,548,,,3,,,,,,,,,,LUSE890
GM Defense Up (AOE),,,6,314,0,0,0,0,1713,,,,,,,,,,,3231,0,,548,,,3,,,,,,,,,,LUSE891
GM Battle Up (AOE),,,6,314,0,0,0,0,1713,,,,,,,,,,,3232,0,,548,,,3,,,,,,,,,,LUSE892
GM Agility Up (AOE),,,6,314,0,0,0,0,1713,,,,,,,,,,,3233,0,,548,,,3,,,,,,,,,,LUSE893
GM Summon Mastery,,,6,314,0,0,0,0,1713,,,,,,,,,,,3234,0,,548,,,3,,,,,,,,,,LUSE894
GM Skill Mastery,,,6,314,150,0,0,0,1713,211,,,,,,,,,,3220,0,,548,,,3,,,,,,,,,,LUSE895
Developer Skill Mastery,,,6,314,150,0,0,0,1713,211,,,,,,,,,,3221,0,,548,,,3,,,,,,,,,,LUSE896
Love Balloon,,,,313,100,5,10,30,7802,251,581,,,,,,,,,2900,,140,548,,,3,,,,,,,,,,LUSE897
Firecracker - Ghost,,,,313,20,1,1,10,2045,162,,,,,,,,,,3302,,140,548,,,3,,,,,,,,,,LUSE898
Firecracker - Happy Halloween,,,,313,20,1,1,10,2045,162,,,,,,,,,,3303,,140,548,,,3,,,,,,,,,,LUSE899
Firecracker - Trick Or Treat,,,,313,20,1,1,10,2045,162,,,,,,,,,,3304,,140,548,,,3,,,,,,,,,,LUSE900
Red Box,,,,350,100,1,1,10,1534,1006,,,,,,,,,203,1,5,140,,,2,1,,,,,,,,,,LUSE901
Event Bag,,,6,350,1,0,1,10,7785,251,,,,,5,,,,0,1,1,140,,,2,1,,,,,,,,,,LUSE902
GM Attack Down,,,6,314,0,0,0,0,1713,,,,,,,,,,,3246,0,,548,,,3,,,,,,,,,,LUSE903
GM Defense Down,,,6,314,0,0,0,0,1713,,,,,,,,,,,3247,0,,548,,,3,,,,,,,,,,LUSE904
GM Battle Down,,,6,314,0,0,0,0,1713,,,,,,,,,,,3248,0,,548,,,3,,,,,,,,,,LUSE905
Mall Goodie Bag,,,6,313,5000,1,1,10,4491,251,,,,,,,,,,2887,,140,389,,2,1,,,,,,,,,,LUSE906
Pumpkin Chest,,,6,375,1500000,999,1,2,6908,251,,,,,,,,,68,1,,140,,,2,1,,,,,,4,,,,LUSE907
Easter Egg,,,,312,50,1,1,10,1646,146,584,,,,,9,,,16,1000,,140,547,1,2,1,,,,,,,,,,LUSE145
Lucky Ghost Grab Bag,,,6,313,3000,1,1,10,2078,251,,,,,,,,,,2890,,140,389,,2,1,,,,,,,,,,LUSE909
Christmas Gift Bag,,,6,375,1500000,999,1,2,4491,251,,,,,,,,,74,1,,140,,,2,1,,,,,,5,,,,LUSE910
Rose,,,6,311,2000,1,0,80,1612,162,,,,,,,,,37,1,,,548,,,3,,,,,,,,,,LUSE911
Present Box,,,6,313,100,1,1,10,2060,251,,,,,,,,,,2891,,140,549,,,3,,,,,,,,,,LUSE912
Firecracker - Merry Christmas,,,,313,20,1,1,10,2045,162,,,,,,,,,,3270,,140,548,,,3,,,,,,,17,,,LUSE913
Grab Bag,,,6,313,100,1,1,10,2048,251,,,,,,,,,,2893,,140,549,,,3,,,,,,,,,,LUSE914
Grab Bag,,,6,313,100,1,1,10,2047,251,,,,,,,,,,2893,,140,549,,,3,,,,,,,,,,LUSE914
Firecracker Penguin Capsule,,,6,313,20,1,1,10,1696,184,581,,,,,,,,,2894,,140,548,,,3,,,,,,,,,,LUSE916
Ice Spirit Capsule,,,6,313,20,1,1,10,1696,184,581,,,,,,,,,2895,,140,548,,,3,,,,,,,,,,LUSE917
Love Chocolate,,,,313,1,1,1,10,2065,251,580,,,,,,,,,2898,,1192,548,,,3,,,,,,,,,,LUSE918
Valentines Card,,,6,313,100,1,1,10,2156,251,,,,,,,,,,2889,,140,549,,,3,,,,,,,,,,LUSE919
Legacy Event Bag,,,6,350,1,0,1,10,10215,251,,,,,3,,,,95,1,1,140,,,2,1,,,,,,,,,,LUSE920
Fireworks,,,,313,20,1,1,10,2045,162,,,,,,,,,,3271,,140,548,,,3,,,,,,,,,,LUSE921
Fireworks,,,,313,20,1,1,10,2045,162,,,,,,,,,,3272,,140,548,,,3,,,,,,,,,,LUSE921
Fireworks,,,,313,20,1,1,10,2045,162,,,,,,,,,,3273,,140,548,,,3,,,,,,,,,,LUSE921
Fireworks,,,,313,20,1,1,10,2045,162,,,,,,,,,,3274,,140,548,,,3,,,,,,,,,,LUSE921
Fireworks,,,,313,20,1,1,10,2045,162,,,,,,,,,,3275,,140,548,,,3,,,,,,,,,,LUSE921
Fireworks,,,,313,20,1,1,10,2045,162,,,,,,,,,,3276,,140,548,,,3,,,,,,,,,,LUSE921
Fireworks,,,,313,20,1,1,10,2045,162,,,,,,,,,,3277,,140,548,,,3,,,,,,,,,,LUSE921
Fireworks,,,,313,20,1,1,10,2045,162,,,,,,,,,,3278,,140,548,,,3,,,,,,,,,,LUSE921
Fireworks,,,,313,20,1,1,10,2045,162,,,,,,,,,,3279,,140,548,,,3,,,,,,,,,,LUSE921
Firecracker,,,,313,20,1,1,10,2045,162,,,,,,,,,,3285,,140,548,,,3,,,,,,,,,,LUSE930
Firecracker,,,,313,20,1,1,10,2045,162,,,,,,,,,,3286,,140,548,,,3,,,,,,,,,,LUSE931
Firecracker,,,,313,20,1,1,10,2045,162,,,,,,,,,,3287,,140,548,,,3,,,,,,,,,,LUSE932
Firecracker,,,,313,20,1,1,10,2045,162,,,,,,,,,,3288,,140,548,,,3,,,,,,,,,,LUSE933
Firecracker,,,,313,20,1,1,10,2045,162,,,,,,,,,,3289,,140,548,,,3,,,,,,,,,,LUSE934
Gachapin Firecracker,,,6,313,20,1,1,10,2045,162,,,,,,,,,,3297,,140,548,,,3,,,,,,,,,,LUSE935
Mukku Firecracker,,,6,313,20,1,1,10,2045,162,,,,,,,,,,3298,,140,548,,,3,,,,,,,,,,LUSE936
dance thingy,,,6,313,20,1,1,10,2045,162,,,,,,,,,,3299,,140,548,,,3,,,,,,,,,,LUSE937
Arua Firecracker,,,,313,20,1,1,10,2045,162,,,,,,,,,,3300,,140,548,,,3,,,,,,,,,,LUSE938
STFU! firecracker,,,,313,20,1,1,10,2045,162,,,,,,,,,,3301,,140,548,,,3,,,,,,,,,,LUSE939
Easter Bunny Capsule,,,6,313,50,5,10,27,1696,184,581,,,,,,,,,2840,,140,,,,3,,,,,,,,,,LUSE940
Easter Egg Capsule,,,6,313,50,5,10,27,1696,184,581,,,,,,,,,2841,,140,,,,3,,,,,,,,,,LUSE941
Soccer Ball Capsule,,,,313,0,0,10,27,7835,184,581,,,,,,,,,2842,,140,,,,3,,,,,,,,,,LUSE942
Soccer Event Scroll,,,6,313,0,0,0,10,1692,151,579,,,,,,,,,3530,,,,,,3,,,,,,,,,,LUSE943
Tanuki Shop Coupon,,,,321,25000,0,1,23,2629,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE944
Barrel Shop Coupon,,,,321,25000,0,1,24,2627,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE945
Christmas Gift Box,,,,322,200,1,1,100,1648,251,580,,,,,,,,1,1805,,,,,,3,,,,,,5,,,,LUSE946
Net,,,,313,410,5,1,18,1556,151,579,,,,,,,,,2897,,,,,,3,,,,,,,,,,LUSE947
Mikan Box Coupon,,,,321,25000,0,1,25,2631,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE948
Cake Shop Coupon,,,,321,25000,0,1,26,2623,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE949
Tombstone Shop Coupon,,,,321,25000,0,1,27,2634,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE950
Perfect Repair Hammer,,,,315,200,5,1,60,1896,138,,,,,1,,,,,1,,,,,,3,,,,,,,,,,LUSE951
Free Storage Coupon,,,6,321,200,0,1,10,2049,151,,,,,,,,,94,1008,,140,,,,3,,,,,,,,,,LUSE952
Free Storage Coupon,,,6,321,200,0,1,10,2049,151,,,,,,,,,94,1008,,140,,,,3,,,,,,,,,,LUSE952
Igloo Shop Coupon,,,,321,25000,0,1,1,2084,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE954
Panda Shop Coupon,,,,321,25000,0,1,3,2085,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE955
Fish Shop Coupon,,,,321,25000,0,1,2,2086,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE956
Moldie Shop Coupon,,,,321,25000,0,1,5,2087,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE957
Character Shop Coupon,,,,321,25000,0,1,28,2089,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE958
Default Shop Coupon,,,6,321,0,0,1,0,2088,151,,,,,,,,,96,0,,140,,,,3,,,,,,,,,,LUSE959
Amedio Shop Coupon,,,,321,25000,0,1,6,2622,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE960
Curious Dog Coupon,,,,321,25000,0,1,7,2630,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE961
Daruma Doll Shop Coupon,,,,321,25000,0,1,8,2635,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE962
Tatami/Shoji Shop Coupon,,,,321,25000,0,1,9,2633,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE963
Obedient Dog Coupon,,,,321,25000,0,1,10,2628,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE964
Robot Shop Coupon,,,,321,25000,0,1,11,2632,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE965
Purple Samurai Coupon,,,,321,25000,0,1,12,2613,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE966
Trainee Medal,,,7,321,1000,1,1,200,936,151,581,,,,5,,,,98,6,,140,,,,3,,,,,,,,,,LUSE967
Brave Medal,,,7,321,1000,1,1,200,937,151,581,,,,5,,,,98,12,,140,,,,3,,,,,,,,,,LUSE968
Hero Medal,,,7,321,1000,1,1,200,938,151,581,,,,5,,,,98,18,,140,,,,3,,,,,,,,,,LUSE969
No Experience Scroll,,,,321,1000,1,1,10,3000,151,581,,,,5,,,,99,3,,140,,,,3,,,,,,,,,,LUSE970
Green Samurai Coupon,,,,321,25000,0,1,13,2614,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE971
Black Spearman Coupon,,,,321,25000,0,1,14,2615,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE972
Orange Samurai Coupon,,,,321,25000,0,1,15,2616,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE973
Teal Samurai Coupon,,,,321,25000,0,1,16,2617,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE974
Grey Samurai Coupon,,,,321,25000,0,1,17,2618,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE975
Red Samurai Coupon,,,,321,25000,0,1,18,2619,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE976
Brown Samurai Coupon,,,,321,25000,0,1,19,2620,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE977
Blue Samurai Coupon,,,,321,25000,0,1,20,2621,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE978
Takoyaki Stand,,,,321,25000,0,1,21,2626,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE979
Arua Takoyaki Stand,,,,321,25000,0,1,22,2624,151,,,,,,,,,96,1440,,140,,,,3,,,,,,,,,,LUSE980
Weak HP Scroll (Solo),,,,313,20000,5,1,5,7216,152,579,,,,,,,,,3235,,,,,,3,,,,,,,,,,LUSE981
Weak MP Scroll (Solo),,,,313,20000,5,1,5,7217,152,579,,,,,,,,,3236,,,,,,3,,,,,,,,,,LUSE982
Weak Dexterity Scroll (Solo),,,,313,18000,5,1,6,7218,151,579,,,,,,,,,3237,,,,,,3,,,,,,,,,,LUSE983
Weak Dodge Rate Scroll (Solo),,,6,313,23000,5,1,6,1527,151,579,,,,,,,,,3238,,,,,,3,,,,,,,,,,LUSE984
Weak Strength Scroll (Solo),,,,313,25000,5,1,6,7219,151,579,,,,,,,,,3239,,,,,,3,,,,,,,,,,LUSE985
Weak Attack Speed Scroll (Solo),,,6,313,26000,5,1,6,1529,151,579,,,,,,,,,3240,,,,,,3,,,,,,,,,,LUSE986
Weak Defense Scroll (Solo),,,,313,23000,5,1,6,7220,151,579,,,,,,,,,3241,,,,,,3,,,,,,,,,,LUSE987
Weak Magic Resistance Scroll (Solo),,,6,313,23000,5,1,6,1524,151,579,,,,,,,,,3242,,,,,,3,,,,,,,,,,LUSE988
Weak Accuracy Scroll (Solo),,,,313,25000,5,1,6,7221,151,579,,,,,,,,,3243,,,,,,3,,,,,,,,,,LUSE989
Weak Critical Scroll (Solo),,,6,313,28000,5,1,6,1531,151,579,,,,,,,,,3244,,,,,,3,,,,,,,,,,LUSE990
Firecracker,,,,313,50,5,0,10,2045,162,,,,,,,,,,3261,,,,,,3,,,,,,,,,,LUSE991
Firecracker - Happy Birthday,,,,313,50,5,0,10,2045,162,,,,,,,,,,3262,,,,,,3,,,,,,,,,,LUSE992
Firecracker,,,,313,50,5,0,10,2045,162,,,,,,,,,,3263,,,,,,3,,,,,,,,,,LUSE993
Firecracker - I Love You,,,,313,50,5,0,10,2045,162,,,,,,,,,,3264,,,,,,3,,,,,,,,,,LUSE994
Firecracker,,,,313,50,5,0,10,2045,162,,,,,,,,,,3264,,,,,,3,,,,,,,,,,LUSE995
Weak Damage Scroll (Solo),,,,313,37000,5,1,8,7222,151,579,,,,,,,,,3245,,,,,,3,,,,,,,,,,LUSE996
Treehouse Shop Coupon,,,6,321,25000,0,1,66,7477,151,,,,,,,111,1,96,1440,0,140,,,,3,,,,,,,,,,LUSE997
7 Day Medal,,,6,321,200,0,1,200,4199,151,581,,,,5,,,,98,1008,,140,,,,,,,,,,,,,,LUSE998
30 Day Medal,,,6,321,200,0,1,200,4200,151,581,,,,5,,,,98,4320,,140,,,,,,,,,,,,,,LUSE999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT Event Bag,,,6,350,0,0,1,10,7784,251,,,,,7,,,,96,1,4,140,,,2,1,,,,,,,,,,LUSE1001
Snake Cart Bag,,,7,350,1000,1,1,10,6771,251,,,,,,,,,97,3,4,140,,,2,1,,,,,,,,,,LUSE1002
Racing Event Bag,,,6,350,1,0,1,10,7784,251,,,,,,,,,213,1,4,140,,,2,1,,,,,,,,,,LUSE1003
Character Storage Expansion (1 Page),,,7,372,1000,1,1,1,6810,151,,,,,5,,,,,,,140,,,,3,,,,,,,,,,LUSE1004
Item Mall Storage Expansion (1 Page),,,7,372,1000,1,1,2,6861,151,,,,,5,,,,,,,140,,,,3,,,,,,,,,,LUSE1005
Premium Storage Expansion (1 Page),,,7,372,1000,1,1,3,6810,151,,,,,5,,,,,,,140,,,,3,,,,,,,,,,LUSE1006
Character Slot Coupon,,,7,379,1000,1,1,3,2094,151,,,,,,,,,,,,140,,,,3,,,,,,,,,,LUSE1007
Pop Idol Costume Box,,,,350,1,0,1,10,6852,251,,93,1,1841,1,,,,98,1,1,140,,,2,1,,,,,,1,,,,LUSE1008
Wrapped Costume Box,,,,350,1,0,1,10,7831,251,,93,1,1841,1,,,,271,1,1,140,,,2,1,,,,,,1,,,,LUSE1010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arm Wave,,,6,313,25000,5,1,10,5934,151,581,,,,,,,,,3436,,,,,,3,,,,,,,,,,LUSE1011
Body Wave,,,6,313,25000,5,1,10,5935,151,581,,,,,,,,,3437,,,,,,3,,,,,,,,,,LUSE1012
Street Jazz,,,6,313,25000,5,1,10,5936,151,581,,,,,,,,,3438,,,,,,3,,,,,,,,,,LUSE1013
Vivid Mover,,,6,313,25000,5,1,10,5937,151,581,,,,,,,,,3439,,,,,,3,,,,,,,,,,LUSE1014
Cheer,,,6,313,25000,5,1,10,5938,151,581,,,,,,,,,3440,,,,,,3,,,,,,,,,,LUSE1015
Around,,,6,313,25000,5,1,10,5939,151,581,,,,,,,,,3441,,,,,,3,,,,,,,,,,LUSE1016
The Gang,,,6,313,25000,5,1,10,5941,151,581,,,,,,,,,3442,,,,,,3,,,,,,,,,,LUSE1017
Sexy Dance,,,6,313,30000,5,1,10,5942,151,581,,,,,,,,,3443,,,,,,3,,,,,,,,,,LUSE1018
Side Step,,,6,313,30000,5,1,10,5943,151,581,,,,,,,,,3444,,,,,,3,,,,,,,,,,LUSE1019
Stylize,,,6,313,25000,5,1,10,5944,151,581,,,,,,,,,3445,,,,,,3,,,,,,,,,,LUSE1020
Stars Looking,,,6,313,25000,5,1,10,5945,151,581,,,,,,,,,3446,,,,,,3,,,,,,,,,,LUSE1021
Step Around,,,6,313,25000,5,1,10,5946,151,581,,,,,,,,,3447,,,,,,3,,,,,,,,,,LUSE1022
Zombie Dance,,,6,313,20000,5,1,10,5947,151,581,,,,,,,,,3448,,,,,,3,,,,,,,,,,LUSE1023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clan Point Increase,,,,321,0,0,1,150,2847,151,581,,,,,,,,108,1008,,140,,,,,,,,,,,,,,LUSE1025
Instance Point Increase,,,,321,0,0,1,120,2849,151,581,,,,,,,,109,1008,,140,,,,,,,,,,,,,,LUSE1026
Union Point Increase,,,,321,0,0,1,200,2848,151,581,,,,,,,,110,1008,,140,,,,,,,,,,,,,,LUSE1027
Clan Point Increase,,,,321,0,0,1,150,2850,151,581,,,,,,,,108,2016,,140,,,,,,,,,,,,,,LUSE1028
Instance Point Increase,,,,321,0,0,1,120,2852,151,581,,,,,,,,109,2016,,140,,,,,,,,,,,,,,LUSE1029
Union Point Increase,,,,321,0,0,1,200,2851,151,581,,,,,,,,110,2016,,140,,,,,,,,,,,,,,LUSE1030
Clan Point Increase,,,,321,0,0,1,150,2853,151,581,,,,,,,,108,4320,,140,,,,,,,,,,,,,,LUSE1031
Instance Point Increase,,,,321,0,0,1,120,2855,151,581,,,,,,,,109,4320,,140,,,,,,,,,,,,,,LUSE1032
Union Point Increase,,,,321,0,0,1,200,2854,151,581,,,,,,,,110,4320,,140,,,,,,,,,,,,,,LUSE1033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gingerbread Man's Outfit,,,,350,1,0,1,60,7280,130,581,,,,,,,,180,4,1,,,,2,1,,,,,,,,,,LUSE1035
Gingerbread Man's Vanilla Outfit,,,,350,1,0,1,60,7281,130,581,,,,,,,,181,4,1,,,,2,1,,,,,,,,,,LUSE1036
Gingerbread Man's Strawberry Outfit,,,,350,1,0,1,60,7282,130,581,,,,,,,,182,4,1,,,,2,1,,,,,,,,,,LUSE1037
Gingerbread Man's Chocolate Outfit,,,,350,1,0,1,60,7283,130,581,,,,,,,,183,4,1,,,,2,1,,,,,,,,,,LUSE1038
Gingerbread Man's Coconut Outfit,,,,350,1,0,1,60,7284,130,581,,,,,,,,184,4,1,,,,2,1,,,,,,,,,,LUSE1039
Christmas Sleigh Bag,,,7,350,100,1,1,10,7315,251,,,,,,,,,186,3,4,140,,,2,1,,,,,,,,,,LUSE1040
Green Christmas Sleigh Bag,,,7,350,100,1,1,10,7317,251,,,,,,,,,187,3,4,140,,,2,1,,,,,,,,,,LUSE1041
Flying Wooden Sleigh Bag,,,7,350,100,1,1,10,7337,251,,,,,,,,,190,3,4,140,,,2,1,,,,,,,,,,LUSE1042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pet Name Coupon,,,6,321,0,0,1,1,7589,151,581,,,,,,,,112,4032,,140,,,,,,,,,,,,,,LUSE1045
Pet Accessory Coupon,,,6,321,0,0,1,1,7590,151,581,,,,,,,,113,4032,,140,,,,,,,,,,,,,,LUSE1046
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planetary Scroll (Junon),,,7,313,1200,5,1,25,5010,151,581,,,,,,31,10,,3385,,140,548,,,3,,,,,2,,,,,LUSE1050
Planetary Scroll (Luna),,,7,313,1600,5,1,25,5011,151,581,,,,,,31,41,,3386,,140,548,,,3,,,,,2,,,,,LUSE1051
Planetary Scroll (Eldeon),,,7,313,1450,5,1,25,5012,151,581,,,,,,31,70,,3387,,140,548,,,3,,,,,2,,,,,LUSE1052
Planetary Scroll (Oro),,,7,313,1500,5,1,25,5013,151,581,,,,,,31,90,,3388,,140,548,,,3,,,,,2,,,,,LUSE1053
Planetary Scroll (-reserved-),,,,,,,,,,,581,,,,,,,,,,,,,,,3,,,,,2,,,,,LUSE1054
Planetary Scroll (-reserved-),,,,,,,,,,,581,,,,,,,,,,,,,,,3,,,,,2,,,,,LUSE1055
Planetary Scroll (-reserved-),,,,,,,,,,,581,,,,,,,,,,,,,,,3,,,,,2,,,,,LUSE1056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Shaped Present,,,6,350,0,0,1,10,2060,251,581,,,,,,,,192,7,1,140,,,2,1,,,,,,,,,,LUSE1059
Valentine Scroll - Be Mine!,,,,313,0,0,0,10,7362,162,,,,,,,,,,3481,,,,,,3,,,,,,,,,,LUSE1060
Valentine Scroll - I LOVE YOU,,,,313,0,0,0,10,7362,162,,,,,,,,,,3482,,,,,,3,,,,,,,,,,LUSE1061
Valentine Scroll - You're the Best!,,,,313,0,0,0,10,7362,162,,,,,,,,,,3483,,,,,,3,,,,,,,,,,LUSE1062
Valentine Scroll - I'm All Yours,,,,313,0,0,0,10,7362,162,,,,,,,,,,3484,,,,,,3,,,,,,,,,,LUSE1063
Valentine Scroll - You're Mine,,,,313,0,0,0,10,7362,162,,,,,,,,,,3485,,,,,,3,,,,,,,,,,LUSE1064
Pumpkin Shop Coupon,,,,321,1000,0,1,67,7660,151,,,,,,,,,96,2016,,140,,,,3,,,,,,,,,,LUSE1065
Gingerbread Shop Coupon,,,,321,1000,0,1,68,7678,151,,,,,,,,,96,2016,,140,,,,3,,,,,,,,,,LUSE1066
Snowman Shop Coupon,,,,321,1000,0,1,69,7679,151,,,,,,,,,96,2016,,140,,,,3,,,,,,,,,,LUSE1067
Valentine Shop Coupon,,,,321,1000,0,1,70,7834,151,,,,,,,,,96,2016,,140,,,,3,,,,,,,,,,LUSE1068
Trainee Medal,,,10,321,1000,1,1,200,8091,151,581,,,,5,,,,98,6,,140,,,,3,,,,,,,,,,LUSE967
Brave Medal,,,10,321,1000,1,1,200,8092,151,581,,,,5,,,,98,12,,140,,,,3,,,,,,,,,,LUSE968
Hero Medal,,,10,321,1000,1,1,200,8093,151,581,,,,5,,,,98,18,,140,,,,3,,,,,,,,,,LUSE969
Confectioner Box,,,,350,1,0,1,10,9063,251,,93,1,1841,1,,,,280,1,1,140,,,2,1,,,,,,1,,,,LUSE1072
Sweetmaker Box,,,,350,1,0,1,10,9373,251,,93,1,1841,1,,,,289,1,1,140,,,2,1,,,,,,1,,,,LUSE1073
Confiseur Box,,,,350,1,0,1,10,9713,251,,93,1,1841,1,,,,298,1,1,140,,,2,1,,,,,,1,,,,LUSE1074
Bunny Net,,,6,313,0,0,1,10,1556,151,579,,,,,,,,,2870,,,,,,3,,,,,,,33,,,LUSE1075
Chicken Net,,,6,313,0,0,1,10,1556,151,579,,,,,,,,,2871,,,,,,3,,,,,,,34,,,LUSE1076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkana Chest,,,,375,1000,0,1,3,2382,155,,,,,,,,,256,1,5,140,,,2,1,,,,,,,,,,LUSE1078
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union War Chest,,,6,375,0,0,1,3,2380,251,,,,,,,114,3,252,1,5,140,,,2,1,,,,,,,,,,LUSE1080
Arumic Emblem,,,6,374,1000,0,1,10,2370,100,,,,,,,114,3,,295,,,,,,,,,,,,,,,,LUSE1081
Ferrell Guild Emblem,,,6,374,1000,0,1,10,2371,100,,,,,,,114,3,,296,,,,,,,,,,,,,,,,LUSE1082
Junon Order Emblem,,,6,374,1000,0,1,10,2372,100,,,,,,,114,3,,297,,,,,,,,,,,,,,,,LUSE1083
Righteous Crusaders Emblem,,,6,374,1000,0,1,10,2373,100,,,,,,,114,3,,298,,,,,,,,,,,,,,,,LUSE1084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soldier Treasure Chest,,,3,350,0,0,1,10,2795,251,581,,,,,,,,263,13,1,140,,,2,1,,,,,,,43,,,LUSE1086
Muse Treasure Chest,,,3,350,0,0,1,10,2795,251,581,,,,,,,,265,9,1,140,,,2,1,,,,,,,43,,,LUSE1087
Hawker Treasure Chest,,,3,350,0,0,1,10,2795,251,581,,,,,,,,266,10,1,140,,,2,1,,,,,,,43,,,LUSE1088
Dealer Treasure Chest,,,3,350,0,0,1,10,2795,251,581,,,,,,,,267,9,1,140,,,2,1,,,,,,,43,,,LUSE1089
Valentines Costume Box,,,,350,1,0,1,10,10043,251,,93,1,1841,1,,,,310,1,1,140,,,2,1,,,,,,1,,,,LUSE1090
Cendrillon Costume Box,,,,350,1,0,1,10,10150,251,,93,1,1841,1,,,,313,1,1,140,,,2,1,,,,,,1,,,,LUSE1091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glowing Mushroom,,,,312,3510,3,1,30,9521,118,584,,,,,9,,,16,1000,,143,547,1,1,1,,,,,,,,,,LUSE1094
Multi Cap Mushroom,,,,312,5110,3,1,30,9522,118,584,,,,,9,,,16,1500,,143,547,1,1,1,,,,,,,,,,LUSE1095
Suspicious Pepper,,,,312,3510,4,1,50,9523,123,584,,,,,9,,,17,1000,,144,548,6,1,1,,,,,,,,,,LUSE1096
